CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
96187,Attrited Customer,39,F,4,Graduate,Single,Less than $40K,Blue,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0.0,0.9970899999999999,0.0029104
96188,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3,2,4120.0,1578,2542.0,0.379,4792,81,0.588,0.38299999999999995,0.00027297,0.9997299999999999
96189,Existing Customer,47,F,2,,Single,Less than $40K,Blue,41,5,3,1,2289.0,1611,678.0,0.648,4817,77,0.75,0.7040000000000001,0.00011924,0.9998799999999999
96190,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2,3,2016.0,972,1044.0,0.685,4535,82,0.745,0.48200000000000004,0.00019864,0.9998
96191,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509.0,450,2059.0,0.654,2239,47,0.621,0.179,0.99744,0.0025563
96192,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511.0,0,3511.0,0.758,5238,82,0.708,0.0,9.2637e-05,0.9999100000000001
96193,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,3,2751.0,2432,319.0,0.905,4453,75,0.9229999999999999,0.884,0.00036935,0.9996299999999999
96194,Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0,0.00023216,0.99977
96195,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230.0,1196,11034.0,0.62,3659,76,0.52,0.098,0.00017987,0.99982
96196,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7328.0,936,6392.0,0.6890000000000001,4518,79,0.795,0.128,9.612600000000001e-05,0.9999
96197,Existing Customer,47,F,2,High School,Married,,Blue,40,5,1,3,2264.0,0,2264.0,0.67,4279,75,0.531,0.0,9.0056e-05,0.9999100000000001
96198,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046.0,1231,1815.0,0.6920000000000001,4711,77,0.878,0.40399999999999997,9.2637e-05,0.9999100000000001
96199,Existing Customer,51,F,0,Uneducated,Married,,Blue,36,6,3,2,5881.0,0,5881.0,0.71,4431,89,0.816,0.0,0.00015871,0.99984
96200,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2,3,16207.0,922,15285.0,0.635,3621,83,0.8859999999999999,0.057,0.00018612,0.9998100000000001
96201,Existing Customer,44,M,3,College,,$60K - $80K,Blue,33,6,3,2,15468.0,1187,14281.0,0.93,4484,81,0.841,0.077,0.00018146,0.99982
96202,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,34,4,3,2,5950.0,0,5950.0,0.44,4655,66,0.784,0.0,0.00018054,0.99982
96203,Existing Customer,48,F,3,,Married,Less than $40K,Blue,43,3,1,2,3119.0,2196,923.0,0.81,4705,77,1.2,0.7040000000000001,6.282e-05,0.9999399999999999
96204,Existing Customer,50,F,3,Uneducated,,,Blue,30,4,1,3,1507.0,0,1507.0,0.648,4037,83,0.7290000000000001,0.0,9.8837e-05,0.9999
96205,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902.0,1634,1268.0,0.588,4748,74,0.51,0.563,0.00030842,0.99969
96206,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,38,5,2,2,1585.0,1304,281.0,0.727,4656,80,0.6,0.823,0.00011483,0.99989
96207,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,2899.0,2418,481.0,0.575,4296,68,0.838,0.8340000000000001,0.00017468,0.9998299999999999
96208,Existing Customer,50,F,2,,Married,$40K - $60K,Blue,36,5,1,2,2295.0,1277,1018.0,0.308,2245,47,0.679,0.556,6.054e-05,0.9999399999999999
96209,Existing Customer,39,F,2,,Married,Less than $40K,Blue,33,3,1,3,3251.0,1937,1314.0,0.685,4284,85,0.809,0.596,0.00010183,0.9999
96210,Existing Customer,48,F,2,High School,Married,,Blue,27,3,1,2,4009.0,1361,2648.0,0.8859999999999999,4506,80,0.86,0.33899999999999997,5.3541999999999997e-05,0.99995
96211,Attrited Customer,45,F,4,,Married,Less than $40K,Blue,39,3,2,2,3411.0,1472,1939.0,0.585,2108,55,0.618,0.43200000000000005,0.99244,0.007559999999999999
96212,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,1,2,15525.0,1299,14226.0,0.452,4042,78,0.95,0.084,6.0455e-05,0.9999399999999999
96213,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,0.818,0.561,6.9589e-05,0.9999299999999999
96214,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275.0,1468,807.0,0.757,4977,88,0.6920000000000001,0.645,0.00011811,0.9998799999999999
96215,Existing Customer,59,F,1,College,Single,Less than $40K,Blue,48,5,2,0,2601.0,1888,713.0,0.773,4899,62,0.7709999999999999,0.726,3.8315e-05,0.9999600000000001
96216,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642.0,2413,2229.0,0.797,3532,72,0.674,0.52,0.00030516,0.99969
96217,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,0,1438.3,0.8079999999999999,4082,82,0.8220000000000001,0.0,0.00045394,0.99955
96218,Existing Customer,51,F,2,,Single,Less than $40K,Blue,36,3,2,2,1858.0,1071,787.0,0.611,4388,66,0.535,0.5760000000000001,0.00012511,0.99987
96219,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636.0,1619,1017.0,0.565,4727,83,0.627,0.614,0.00028395,0.99972
96220,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3,3,3743.0,881,2862.0,0.77,4621,71,0.821,0.235,0.0004542,0.99955
96221,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0.0,8.6952e-05,0.9999100000000001
96222,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130.0,0,4130.0,0.8140000000000001,2418,57,0.7809999999999999,0.0,0.9976799999999999,0.00231656
96223,Existing Customer,47,M,3,Uneducated,,$40K - $60K,Blue,36,3,3,3,10960.0,1333,9627.0,0.6779999999999999,3480,62,0.632,0.122,0.00032275,0.9996799999999999
96224,Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,33,3,2,0,3900.0,0,3900.0,1.092,4337,81,0.8,0.0,5.1265e-05,0.99995
96225,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,3,3,6236.0,1204,5032.0,0.8170000000000001,5389,84,0.826,0.193,0.00029196,0.99971
96226,Existing Customer,34,F,3,Graduate,Single,,Blue,23,5,1,0,2591.0,0,2591.0,0.61,3876,67,0.763,0.0,2.1081e-05,0.99998
96227,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615.0,950,665.0,0.507,2212,43,0.387,0.588,0.99772,0.00227837
96228,Existing Customer,47,F,3,Graduate,Single,,Blue,36,5,1,2,8332.0,0,8332.0,0.92,5108,78,1.0,0.0,5.7151e-05,0.9999399999999999
96229,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,38,5,5,2,2033.0,1037,996.0,1.064,4100,82,0.708,0.51,0.00018857,0.9998100000000001
96230,Existing Customer,55,M,2,,Single,$80K - $120K,Blue,48,3,2,3,8082.0,1138,6944.0,0.723,4277,59,0.7879999999999999,0.141,0.00021042,0.99979
96231,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,51,6,2,3,1511.0,0,1511.0,0.6779999999999999,4683,87,0.706,0.0,0.00019311,0.9998100000000001
96232,Existing Customer,43,F,4,Graduate,Divorced,,Blue,36,5,2,2,11536.0,2074,9462.0,0.5489999999999999,4106,81,0.723,0.18,0.00011937,0.9998799999999999
96233,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,55,3,3,2,4010.0,1504,2506.0,0.7659999999999999,3807,61,0.564,0.375,0.00016413,0.99984
96234,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,44,5,2,3,1669.0,1000,669.0,0.7170000000000001,4085,69,0.971,0.599,0.00019683,0.9998
96235,Existing Customer,54,F,3,Graduate,Married,,Blue,49,5,1,2,11905.0,0,11905.0,0.8809999999999999,4022,65,1.167,0.0,5.7151e-05,0.9999399999999999
96236,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052.0,0,3052.0,0.868,2598,47,0.469,0.0,0.99639,0.00360825
96237,Existing Customer,55,F,2,Graduate,,Less than $40K,Blue,36,5,1,2,2712.0,1617,1095.0,0.715,4858,73,0.738,0.596,5.5077e-05,0.9999399999999999
96238,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,30,3,2,3,1978.0,871,1107.0,0.636,4299,59,0.8440000000000001,0.44,0.00015971,0.99984
96239,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,0.778,4621,73,1.147,0.478,4.2358000000000003e-05,0.9999600000000001
96240,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606.0,0,1606.0,0.855,4548,76,0.652,0.0,0.00028395,0.99972
96241,Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,29,3,3,2,2406.0,1705,701.0,0.624,4665,89,0.816,0.7090000000000001,0.00024431,0.99976
96242,Existing Customer,44,M,4,,Single,$80K - $120K,Blue,36,6,2,3,5877.0,1160,4717.0,0.446,3565,83,0.7290000000000001,0.19699999999999998,0.00022068,0.9997799999999999
96243,Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,41,3,3,3,2796.0,0,2796.0,0.7290000000000001,2196,35,0.75,0.0,0.99671,0.00329379
96244,Existing Customer,54,F,1,Post-Graduate,Married,,Blue,40,4,1,2,2876.0,1267,1609.0,0.617,4302,74,0.51,0.441,6.083e-05,0.9999399999999999
96245,Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,26,5,2,4,3554.0,0,3554.0,0.782,2372,44,0.63,0.0,0.99666,0.00334364
96246,Existing Customer,48,F,2,,Single,Less than $40K,Blue,36,4,3,2,9505.0,2390,7115.0,0.727,3616,68,0.619,0.251,0.00019771,0.9998
96247,Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,21,2,2,2,1576.0,0,1576.0,0.789,2703,56,1.0,0.0,0.9913700000000001,0.00863
96248,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,36,6,3,2,1438.3,0,1438.3,0.6509999999999999,4257,89,0.648,0.0,0.0001834,0.99982
96249,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,26,4,2,1,2973.0,1136,1837.0,0.7290000000000001,4342,87,0.7759999999999999,0.382,7.3235e-05,0.9999299999999999
96250,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0.0,0.9950399999999999,0.00495524
96251,Existing Customer,41,F,1,Uneducated,Single,,Blue,30,4,2,3,5647.0,1175,4472.0,0.802,4868,76,0.81,0.20800000000000002,0.00018475,0.99982
96252,Existing Customer,43,F,1,High School,,$40K - $60K,Blue,35,6,3,2,1766.0,0,1766.0,0.779,4808,87,0.6729999999999999,0.0,0.00016413,0.99984
96253,Existing Customer,50,F,2,Graduate,,Less than $40K,Blue,40,3,2,3,1606.0,0,1606.0,0.8240000000000001,4129,68,0.7440000000000001,0.0,0.00019143,0.9998100000000001
96254,Attrited Customer,54,F,0,High School,,Less than $40K,Blue,34,4,3,3,2223.0,632,1591.0,0.665,2538,49,0.581,0.284,0.99605,0.00394582
96255,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896.0,0,2896.0,0.961,4970,85,0.889,0.0,0.00037329,0.9996299999999999
96256,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,43,6,1,3,2157.0,1494,663.0,0.765,4784,69,0.605,0.693,9.612600000000001e-05,0.9999
96257,Attrited Customer,49,F,3,Doctorate,Divorced,,Blue,42,1,3,3,3802.0,1558,2244.0,0.489,2003,43,0.593,0.41,0.9978,0.00219584
96258,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,36,3,3,2,13840.0,1079,12761.0,0.9470000000000001,4190,74,0.805,0.078,0.00016415,0.99984
96259,Existing Customer,36,F,2,,,Less than $40K,Blue,28,6,1,2,2169.0,1602,567.0,0.6679999999999999,5182,78,0.8140000000000001,0.7390000000000001,6.054e-05,0.9999399999999999
96260,Existing Customer,47,F,3,,Single,Less than $40K,Blue,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,7.5683e-05,0.99992
96261,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,36,4,1,2,2289.0,1037,1252.0,0.504,4483,72,0.5,0.45299999999999996,5.6861e-05,0.9999399999999999
96262,Existing Customer,49,M,3,,Married,$60K - $80K,Blue,36,6,1,3,22651.0,1085,21566.0,0.81,3915,72,0.674,0.048,0.00010566,0.99989
96263,Existing Customer,48,F,4,,,Less than $40K,Blue,36,4,3,2,2406.0,1744,662.0,0.6940000000000001,4748,88,0.6920000000000001,0.725,0.00020735,0.99979
96264,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,36,2,3,3,3022.0,895,2127.0,0.95,2724,38,0.9,0.29600000000000004,0.9978,0.00219584
96265,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,1,2,12935.0,1417,11518.0,0.738,3528,61,0.743,0.11,8.2704e-05,0.99992
96266,Attrited Customer,45,F,4,,Single,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0.0,0.9976299999999999,0.00236635
96267,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.38299999999999995,2030,37,0.37,0.363,0.99659,0.00341249
96268,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,26,6,2,2,2256.0,1346,910.0,0.9109999999999999,4893,76,0.81,0.597,0.00013897,0.9998600000000001
96269,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,0.9912,0.0088
96270,Existing Customer,48,F,3,,,$40K - $60K,Blue,33,3,2,2,2485.0,1651,834.0,1.1,4351,86,0.83,0.664,0.00012982,0.99987
96271,Existing Customer,53,F,2,,Single,Less than $40K,Blue,36,5,2,2,1820.0,909,911.0,0.737,4665,67,0.763,0.499,0.00012511,0.99987
96272,Existing Customer,54,F,2,Graduate,Married,,Blue,47,4,3,3,2156.0,1134,1022.0,0.669,4120,77,0.711,0.526,0.00030251,0.9997
96273,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,6,3,2,5826.0,1482,4344.0,0.7290000000000001,4135,76,0.767,0.254,0.0002185,0.9997799999999999
96274,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,30,5,2,2,10190.0,891,9299.0,0.6779999999999999,3768,59,0.9670000000000001,0.087,9.653299999999999e-05,0.9999
96275,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,28,5,2,2,2035.0,1174,861.0,0.8759999999999999,4670,77,0.638,0.5770000000000001,0.00011811,0.9998799999999999
96276,Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,33,1,3,3,1833.0,0,1833.0,0.5489999999999999,2037,31,0.292,0.0,0.99661,0.00338757
96277,Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,3,3,1623.0,0,1623.0,1.058,4965,74,0.805,0.0,0.00032275,0.9996799999999999
96278,Attrited Customer,27,F,0,,Single,Less than $40K,Blue,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0.98869,0.011309999999999999
96279,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,40,4,2,2,4490.0,1989,2501.0,0.604,4346,70,0.795,0.44299999999999995,0.00011604,0.9998799999999999
96280,Existing Customer,48,M,3,Graduate,Divorced,$60K - $80K,Blue,34,6,3,2,11062.0,0,11062.0,0.7609999999999999,4084,72,0.8,0.0,0.00018665,0.9998100000000001
96281,Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574.0,0,1574.0,0.5820000000000001,2560,59,0.7879999999999999,0.0,0.99616,0.0038363
96282,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,36,3,2,2,2370.0,1490,880.0,0.63,4751,80,0.86,0.629,0.00011066,0.99989
96283,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,18,6,2,0,2658.0,0,2658.0,0.8909999999999999,4667,83,0.93,0.0,4.082e-05,0.9999600000000001
96284,Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300.0,0,2300.0,0.703,2500,47,0.11900000000000001,0.0,0.9949899999999999,0.0050100000000000006
96285,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,3,2368.0,1244,1124.0,0.935,4289,71,0.868,0.525,0.00019143,0.9998100000000001
96286,Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883.0,1936,947.0,0.861,4244,53,0.6559999999999999,0.672,0.0001597,0.99984
96287,Existing Customer,43,F,2,College,Divorced,,Blue,38,4,3,2,3264.0,2042,1222.0,0.752,4624,75,0.705,0.626,0.00017488,0.9998299999999999
96288,Existing Customer,46,F,3,,Single,Less than $40K,Blue,41,3,2,2,1937.0,916,1021.0,0.807,4303,89,0.78,0.473,0.00012982,0.99987
96289,Existing Customer,40,F,4,,Married,$40K - $60K,Blue,30,5,2,2,2166.0,1465,701.0,0.857,5097,82,0.6729999999999999,0.6759999999999999,0.00013121,0.99987
96290,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,34,5,1,3,7135.0,1164,5971.0,1.127,3746,81,1.189,0.163,9.5638e-05,0.9999
96291,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.7559999999999999,0.547,0.00017987,0.99982
96292,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,42,6,1,1,3743.0,2090,1653.0,0.9690000000000001,4674,67,0.718,0.5579999999999999,3.3505e-05,0.99997
96293,Existing Customer,31,F,0,Uneducated,Divorced,,Blue,36,6,3,1,5190.0,1682,3508.0,0.888,4900,81,0.8,0.324,9.5711e-05,0.9999
96294,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,32,5,3,3,6059.0,1171,4888.0,0.6779999999999999,4119,70,0.667,0.193,0.00043772,0.99956
96295,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2577.0,1450,1127.0,0.747,4576,83,0.7659999999999999,0.563,0.00020643,0.99979
96296,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,36,5,1,3,3761.0,2121,1640.0,0.6940000000000001,4476,79,0.927,0.564,9.0056e-05,0.9999100000000001
96297,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572.0,0,1572.0,0.74,2447,41,0.5770000000000001,0.0,0.9967299999999999,0.00326528
96298,Existing Customer,39,F,1,,Married,$40K - $60K,Blue,36,3,1,1,1637.0,0,1637.0,0.889,4800,70,0.795,0.0,3.4268000000000005e-05,0.99997
96299,Existing Customer,51,M,2,,Married,$120K +,Blue,36,5,3,2,28600.0,0,28600.0,0.506,4336,66,0.61,0.0,0.00019771,0.9998
96300,Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402.0,1524,2878.0,0.628,3063,57,0.9,0.34600000000000003,0.00011059999999999999,0.99989
96301,Existing Customer,50,F,1,Graduate,,Less than $40K,Blue,32,6,1,3,2652.0,1911,741.0,0.831,4816,79,0.8809999999999999,0.721,8.6952e-05,0.9999100000000001
96302,Existing Customer,41,F,2,College,Married,$40K - $60K,Blue,36,6,2,3,6602.0,0,6602.0,0.743,4479,82,0.8220000000000001,0.0,0.00018612,0.9998100000000001
96303,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900.0,0,1900.0,0.7759999999999999,2880,46,0.353,0.0,0.9926,0.0074
96304,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,0.00029051,0.99971
96305,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123.0,1775,16348.0,0.593,4259,80,0.86,0.098,0.00030516,0.99969
96306,Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,26,4,1,3,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545,0.00011432,0.99989
96307,Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518.0,1115,403.0,0.705,3595,65,0.857,0.735,0.00011811,0.9998799999999999
96308,Existing Customer,45,F,2,Graduate,,Less than $40K,Blue,36,3,1,1,2723.0,1902,821.0,0.723,3875,84,0.75,0.698,3.3214000000000004e-05,0.99997
96309,Existing Customer,47,F,0,College,Married,Less than $40K,Blue,27,3,1,3,1776.0,691,1085.0,0.878,4878,84,0.826,0.389,7.7286e-05,0.99992
96310,Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,33,3,3,1,1968.0,1270,698.0,0.975,4199,84,0.826,0.645,0.00010943,0.99989
96311,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,5,1,1,1860.0,1054,806.0,0.963,5163,73,0.973,0.5670000000000001,3.1176e-05,0.99997
96312,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684.0,2126,558.0,0.69,5299,75,0.875,0.792,0.00019864,0.9998
96313,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856,9.2637e-05,0.9999100000000001
96314,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661.0,0,1661.0,0.7859999999999999,2473,49,0.75,0.0,0.9980100000000001,0.00198853
96315,Existing Customer,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679.0,0,1679.0,0.6579999999999999,4771,81,0.7609999999999999,0.0,4.8595e-05,0.99995
96316,Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,0.9955799999999999,0.00441892
96317,Existing Customer,46,F,2,Post-Graduate,Single,Less than $40K,Blue,35,4,2,3,2888.0,1641,1247.0,0.976,3703,61,1.179,0.568,0.00022525,0.99977
96318,Existing Customer,58,F,1,High School,Married,$40K - $60K,Blue,46,5,3,1,1871.0,1339,532.0,0.79,4553,90,0.731,0.716,9.8983e-05,0.9999
96319,Existing Customer,44,F,2,High School,,Less than $40K,Blue,34,5,1,3,3226.0,2517,709.0,0.818,4317,81,0.884,0.78,9.0056e-05,0.9999100000000001
96320,Existing Customer,41,M,5,,Married,$80K - $120K,Blue,31,3,3,1,12114.0,1379,10735.0,0.6759999999999999,3964,90,0.8370000000000001,0.114,0.00012309999999999998,0.9998799999999999
96321,Existing Customer,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959.0,1483,3476.0,0.902,4286,71,0.614,0.299,0.00013245,0.99987
96322,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,2,3,10374.0,599,9775.0,0.635,4240,63,0.853,0.057999999999999996,0.00020643,0.99979
96323,Existing Customer,45,F,1,Uneducated,Married,Less than $40K,Blue,35,3,3,2,1438.3,1080,358.3,0.802,4425,79,0.7170000000000001,0.7509999999999999,0.0001736,0.9998299999999999
96324,Attrited Customer,44,F,2,Uneducated,Single,,Blue,32,5,3,3,1486.0,849,637.0,0.621,2380,43,0.87,0.5710000000000001,0.9968,0.00320374
96325,Existing Customer,41,F,3,Graduate,Married,,Blue,33,3,3,3,2542.0,0,2542.0,0.5870000000000001,4087,73,0.78,0.0,0.0003139,0.99969
96326,Attrited Customer,35,M,2,,Single,Less than $40K,Blue,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0.997,0.00299743
96327,Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644.0,500,1144.0,0.784,2450,45,0.406,0.304,0.99871,0.00128822
96328,Existing Customer,43,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,4,1,3,2283.0,0,2283.0,0.899,4088,66,0.8859999999999999,0.0,0.000109,0.99989
96329,Existing Customer,36,F,1,Doctorate,,Less than $40K,Blue,36,3,2,2,4943.0,1204,3739.0,0.41700000000000004,4024,82,0.7829999999999999,0.244,0.00015460000000000002,0.99985
96330,Attrited Customer,44,M,2,Doctorate,,$40K - $60K,Blue,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0.0,0.99866,0.00133669
96331,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,28,3,1,3,1438.3,0,1438.3,0.83,4482,54,0.636,0.0,9.345700000000001e-05,0.9999100000000001
96332,Existing Customer,52,F,2,College,Divorced,Less than $40K,Blue,45,4,2,3,1438.3,0,1438.3,0.7440000000000001,4737,80,0.818,0.0,0.00018612,0.9998100000000001
96333,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,0.9976799999999999,0.00231656
96334,Existing Customer,50,F,3,,Single,Less than $40K,Blue,39,4,4,3,1852.0,0,1852.0,0.8009999999999999,4339,82,0.7829999999999999,0.0,0.00041696,0.9995799999999999
96335,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049.0,1530,519.0,1.344,4521,70,0.628,0.747,0.0001861,0.9998100000000001
96336,Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670.0,0,1670.0,0.7070000000000001,2790,37,0.321,0.0,0.9967299999999999,0.00326528
96337,Existing Customer,35,F,3,,Divorced,Less than $40K,Blue,29,4,2,3,1511.0,864,647.0,0.7120000000000001,4823,64,0.8290000000000001,0.5720000000000001,0.00021834,0.9997799999999999
96338,Existing Customer,39,M,1,,Single,$80K - $120K,Blue,36,4,2,1,6018.0,0,6018.0,0.703,4355,78,0.857,0.0,7.0819e-05,0.9999299999999999
96339,Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030.0,1251,1779.0,0.6940000000000001,4724,71,0.775,0.413,0.00011493,0.99989
96340,Existing Customer,58,F,4,High School,Single,Less than $40K,Blue,39,3,1,3,2755.0,1483,1272.0,0.8059999999999999,4394,75,0.63,0.5379999999999999,9.444700000000001e-05,0.9999100000000001
96341,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783.0,2142,6641.0,0.662,4425,83,0.7659999999999999,0.244,0.00011604,0.9998799999999999
